,SMILES,XYZ Coordinates,ABC,ABCGG,nAcid,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,BalabanJ,BertzCT,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,FCSP3,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,SpAbs_D,SpMax_D,SpDiam_D,SpAD_D,SpMAD_D,LogEE_D,VE1_D,VE2_D,VE3_D,VR1_D,VR2_D,ECIndex,fragCpx,fMF,nHBAcc,nHBDon,Lipinski,GhoseFilter,FilterItLogS,VMcGowan,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,MID,AMID,MID_h,AMID_h,MID_C,AMID_C,MID_N,AMID_N,MID_O,AMID_O,MID_X,AMID_X,MPC2,MPC3,MPC4,MPC5,MPC6,MPC7,MPC8,MPC9,MPC10,TMPC10,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,piPC10,TpiPC10,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,nHRing,n3HRing,n4HRing,n5HRing,n6HRing,n7HRing,n8HRing,n9HRing,n10HRing,n11HRing,n12HRing,nG12HRing,naRing,n3aRing,n4aRing,n5aRing,n6aRing,n7aRing,n8aRing,n9aRing,n10aRing,n11aRing,n12aRing,nG12aRing,naHRing,n3aHRing,n4aHRing,n5aHRing,n6aHRing,n7aHRing,n8aHRing,n9aHRing,n10aHRing,n11aHRing,n12aHRing,nG12aHRing,nARing,n3ARing,n4ARing,n5ARing,n6ARing,n7ARing,n8ARing,n9ARing,n10ARing,n11ARing,n12ARing,nG12ARing,nAHRing,n3AHRing,n4AHRing,n5AHRing,n6AHRing,n7AHRing,n8AHRing,n9AHRing,n10AHRing,n11AHRing,n12AHRing,nG12AHRing,nFRing,n4FRing,n5FRing,n6FRing,n7FRing,n8FRing,n9FRing,n10FRing,n11FRing,n12FRing,nG12FRing,nFHRing,n4FHRing,n5FHRing,n6FHRing,n7FHRing,n8FHRing,n9FHRing,n10FHRing,n11FHRing,n12FHRing,nG12FHRing,nFaRing,n4FaRing,n5FaRing,n6FaRing,n7FaRing,n8FaRing,n9FaRing,n10FaRing,n11FaRing,n12FaRing,nG12FaRing,nFaHRing,n4FaHRing,n5FaHRing,n6FaHRing,n7FaHRing,n8FaHRing,n9FaHRing,n10FaHRing,n11FaHRing,n12FaHRing,nG12FaHRing,nFARing,n4FARing,n5FARing,n6FARing,n7FARing,n8FARing,n9FARing,n10FARing,n11FARing,n12FARing,nG12FARing,nFAHRing,n4FAHRing,n5FAHRing,n6FAHRing,n7FAHRing,n8FAHRing,n9FAHRing,n10FAHRing,n11FAHRing,n12FAHRing,nG12FAHRing,nRot,RotRatio,SLogP,SMR,TopoPSA(NO),TopoPSA,GGI1,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,GGI8,GGI9,GGI10,JGI1,JGI2,JGI3,JGI4,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,JGT10,Diameter,Radius,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,TMWC10,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,TSRW10,MW,AMW,WPath,WPol,Zagreb1,Zagreb2
0,CCCCCN,"19
10 10 10
C   -2.9148   0.1059   -0.1724
C   -1.5877   -0.5019   0.1516
C   -0.4418   0.4831   -0.1058
C   0.8317   -0.2760   0.2678
C   2.0553   0.5845   0.0609
N   3.2056   -0.2158   0.4393
H   -2.8470   0.5715   -1.1776
H   -3.6813   -0.6694   -0.0991
H   -3.1717   0.8880   0.5814
H   -1.3980   -1.3551   -0.5465
H   -1.5470   -0.8749   1.1866
H   -0.5219   1.3800   0.5253
H   -0.3858   0.7621   -1.1590
H   0.8463   -1.1713   -0.3885
H   0.7261   -0.5522   1.3345
H   2.1198   0.9118   -0.9836
H   2.0210   1.4445   0.7293
H   2.9524   -1.0036   1.0762
H   3.7389   -0.5110   -0.3908
","module 'numpy' has no attribute 'float'.
`np.float` was a deprecated alias for the builtin `float`. To avoid this error in existing code, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations (ABC)","module 'numpy' has no attribute 'float'.
`np.float` was a deprecated alias for the builtin `float`. To avoid this error in existing code, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations (ABCGG/mordred._graph_matrix.DistanceMatrix(False, False, False))",0,1,0,0,19,6,0,0,1,13,0,5,1,0,0,0,0,0,0,0,0,2.3390923149762908,15.900134529890124,18,5,18,0,0,0,0,18,0,0,0,0,0,0,2,3,0,0,1.0,8.333333333333332,7.257180917492298,9.279844290657442,18.434085943190095,17.407843137254904,17.668000000000003,10.849286826347305,21.990120955924795,0.4385964912280701,0.3819568903943315,0.48841285740302326,0.9702150496415839,0.9162022703818371,0.9298947368421054,0.5710150961235424,1.1573747871539366,24.21862300782596,12.109311503912979,19.573413119050734,24.218623007825958,4.036437167970993,12.109325540282484,2.4117970446931674,0.4019661741155279,0.3695465075674201,13.316549998387087,2.219424999731181,38,5.01,0.0,1,1,1,0,-1.42352818329544,91.29000000000009,39.538910182428694,5.733667477162185,0.0,0.0,0.0,0.0,19.765380445542643,12.965578028838586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.733667477162185,26.186202068468653,6.544756405912575,0.0,0.0,0.0,5.733667477162185,6.544756405912575,0.0,0.0,26.186202068468653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912575,19.26246486877803,0.0,0.0,6.923737199690624,5.733667477162185,0.0,0.0,0.0,0.0,5.214583333333334,0.0,0.0,3.7541666666666664,3.03125,0.0,10.839150429449553,1.8065250715749255,1.6941626073623883,0.28236043456039805,9.144987822087165,1.5241646370145274,1.6941626073623883,0.28236043456039805,0.0,0.0,0.0,0.0,4,3,2,1,0,0,0,0,0,21,1.791759469228055,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,3.091042453358316,18.118308999999996,12.471690999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,1.1353,28.57939999999999,26.02,26.02,0.5,0.22222222222222232,0.125,0.08000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05555555555555558,0.041666666666666664,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.23722222222222228,5,3,5.0,2.9444389791664403,3.4965075614664802,4.07753744390572,4.653960350157523,5.241747015059643,5.82600010738045,6.415096959171596,7.002155954403621,7.591357046698551,58.24880141741002,2.3978952727983707,0.0,3.295836866004329,0.0,4.343805421853684,0.0,5.459585514144159,0.0,6.608000625296087,28.105123700096627,87.10479941599999,4.584463127157894,35,3,18.0,16.0
1,Cc1ccncc1,"14
10 10 10
C   1.9950   -0.0267   -0.0018
C   0.4985   -0.0016   0.0074
C   -0.2015   1.1785   0.1278
C   -1.5897   1.2092   0.1371
N   -2.2479   0.0516   0.0252
C   -1.6261   -1.1296   -0.0949
C   -0.2434   -1.1690   -0.1051
H   2.3947   -0.8085   0.6798
H   2.3509   0.9811   0.2050
H   2.2767   -0.3490   -1.0428
H   0.3653   2.0955   0.2163
H   -2.1192   2.1578   0.2337
H   -2.1633   -2.0776   -0.1866
H   0.3101   -2.1116   -0.2012
","module 'numpy' has no attribute 'float'.
`np.float` was a deprecated alias for the builtin `float`. To avoid this error in existing code, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations (ABC)","module 'numpy' has no attribute 'float'.
`np.float` was a deprecated alias for the builtin `float`. To avoid this error in existing code, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations (ABCGG/mordred._graph_matrix.DistanceMatrix(False, False, False))",0,0,6,6,14,7,0,0,1,7,0,6,1,0,0,0,0,0,0,0,0,2.1229179499593664,134.10736969541455,14,7,8,0,0,6,6,11,3,0,0,2,2,1,1,0,0,0,0.16666666666666666,8.333333333333334,7.75364249438015,8.65436087929982,13.77057538237436,13.23137254901961,13.388000000000005,9.45362335329341,15.744252018152268,0.5952380952380952,0.5538316067414393,0.6181686342357013,0.9836125273124543,0.9450980392156865,0.9562857142857146,0.6752588109495293,1.1245894298680192,24.340899268177914,12.170449634088959,17.878314744586095,24.340899268177917,3.4772713240254167,12.170468520160021,2.629082940110341,0.37558327715862017,0.6099601494705047,19.287307623021277,2.755329660431611,45,7.01,0.42857142857142855,1,0,1,0,-1.7143934208932272,81.62000000000008,43.01599321484008,0.0,4.9839785209472085,0.0,0.0,0.0,0.0,24.619922828310838,12.393687143226153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,6.923737199690624,0.0,30.08987277184637,0.0,0.0,0.0,4.9839785209472085,0.0,6.923737199690624,5.563451491696996,24.52642128014937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.563451491696996,12.393687143226153,19.056471336613843,4.9839785209472085,0.0,0.0,0.0,3.8455555555555554,0.0,1.2592592592592595,0.0,3.9444444444444446,3.574074074074074,2.0433333333333334,0.0,13.676825320436384,1.953832188633769,1.9734876377148447,0.28192680538783493,11.70333768272154,1.671905383245934,1.9734876377148447,0.28192680538783493,0.0,0.0,0.0,0.0,8,8,8,8,2,0,0,0,0,48,2.3978952727983707,2.8622008809294686,3.248434627109745,3.6408702349275757,4.0375537278753555,2.7842393394597567,0.0,0.0,0.0,0.0,5.119489699008338,15.787551,8.162448999999999,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.39002,28.973999999999993,12.89,12.89,1.0,0.44444444444444464,0.1875,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.05555555555555558,0.037500000000000006,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.3470238095238095,4,3,7.0,3.4339872044851463,4.143134726391533,4.890349128221754,5.616771097666572,6.368187186350492,7.099201743553092,7.851271997109883,8.583542571957771,9.335650562941629,71.32209621867786,2.70805020110221,0.0,3.8501476017100584,0.0,5.209486152841421,0.0,6.652863029353347,0.0,8.12415060330663,33.54469758831367,93.057849224,6.646989230285714,42,5,30.0,31.0
2,NCCOCCO,"18
10 10 10
N   1.8101   1.3914   -0.1039
C   1.7168   0.0587   0.4723
C   1.1561   -0.9323   -0.5090
O   -0.1197   -0.6177   -0.9582
C   -0.9736   -0.5764   0.1401
C   -2.3957   -0.2466   -0.2607
O   -2.4817   0.9948   -0.8898
H   1.5998   2.0893   0.6453
H   2.7516   1.5883   -0.5098
H   1.2347   0.0431   1.4698
H   2.7919   -0.2185   0.6926
H   1.1872   -1.9314   -0.0072
H   1.8757   -0.9840   -1.3600
H   -0.9856   -1.4991   0.7287
H   -0.6348   0.3190   0.7423
H   -3.0204   -0.1771   0.6533
H   -2.8367   -1.0355   -0.8939
H   -2.6757   1.7340   -0.2707
","module 'numpy' has no attribute 'float'.
`np.float` was a deprecated alias for the builtin `float`. To avoid this error in existing code, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations (ABC)","module 'numpy' has no attribute 'float'.
`np.float` was a deprecated alias for the builtin `float`. To avoid this error in existing code, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations (ABCGG/mordred._graph_matrix.DistanceMatrix(False, False, False))",0,1,0,0,18,7,0,0,3,11,0,4,1,2,0,0,0,0,0,0,0,2.447472887876344,28.870765403276856,17,6,17,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,1.0,9.666666666666666,8.753392723336944,9.167614695705275,18.207574654042244,17.380392156862747,17.708,10.011211377245509,20.993603456391035,0.537037037037037,0.48629959574094134,0.509311927539182,1.0115319252245691,0.9655773420479304,0.9837777777777776,0.5561784098469728,1.1663113031328354,33.25076460311705,16.62538230155852,26.723216980603127,33.25076460311704,4.75010922901672,16.625382474771904,2.603642264871026,0.37194889498157513,0.6002363918884328,17.22298916376656,2.460427023395223,54,6.03,0.0,3,2,1,0,-0.23514925785607077,88.9400000000001,43.08174704973497,15.57705782580294,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912575,19.820645893538753,0.0,0.0,0.0,0.0,9.843390348640755,0.0,0.0,5.733667477162185,0.0,26.36540229945133,0.0,0.0,0.0,5.733667477162185,31.471929694292037,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,19.75852033493841,0.0,0.0,0.0,0.0,0.0,15.57705782580294,0.0,4.756944444444445,0.0,8.127066326530613,5.06265589569161,0.0,0.0,0.0,1.5533333333333332,0.0,12.83378877709787,1.8333983967282672,5.328046083845573,0.7611494405493675,7.505742693252298,1.0722489561788997,1.7006346942744677,0.2429478134677811,3.6274113895711046,0.5182016270815863,0.0,0.0,5,4,3,2,1,0,0,0,0,28,1.9459101490553132,1.791759469228055,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,3.367295829986474,16.718722999999997,12.201276999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.6666666666666666,-1.0460000000000003,26.959199999999992,55.480000000000004,55.480000000000004,0.5,0.22222222222222232,0.125,0.08000000000000002,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.04444444444444447,0.03125,0.026666666666666672,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.21347222222222223,6,3,6.0,3.1354942159291497,3.713572066704308,4.31748811353631,4.919980925828125,5.53338948872752,6.142037405587356,6.7580945044277305,7.368339686311381,7.98514393119862,62.8735403382505,2.5649493574615367,0.0,3.4965075614664802,0.0,4.574710978503383,0.0,5.720311776607412,0.0,6.900730664045173,30.257210338083983,105.078978592,5.837721032888889,56,4,22.0,20.0
3,CCNCC,"16
10 10 10
C   2.2857   -0.2961   0.0335
C   0.8939   -0.3879   -0.6026
N   0.1568   0.7480   -0.1431
C   -1.2365   0.7754   -0.5128
C   -2.0160   -0.2263   0.3157
H   3.0136   -0.9358   -0.4844
H   2.5755   0.7712   0.0717
H   2.1752   -0.6418   1.1039
H   1.0943   -0.2683   -1.7087
H   0.4797   -1.3669   -0.4400
H   0.2126   0.8140   0.9115
H   -1.3466   0.5583   -1.6065
H   -1.6412   1.7706   -0.2863
H   -2.1222   0.2527   1.3223
H   -1.5027   -1.1701   0.4102
H   -3.0223   -0.3969   -0.1297
","module 'numpy' has no attribute 'float'.
`np.float` was a deprecated alias for the builtin `float`. To avoid this error in existing code, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations (ABC)","module 'numpy' has no attribute 'float'.
`np.float` was a deprecated alias for the builtin `float`. To avoid this error in existing code, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations (ABCGG/mordred._graph_matrix.DistanceMatrix(False, False, False))",0,1,0,0,16,5,0,0,1,11,0,4,1,0,0,0,0,0,0,0,0,2.19060968716425,11.119415478763749,15,4,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,1.0,7.0,6.089334776454917,7.738016486871567,15.546249089584851,14.682352941176472,14.908000000000001,9.050732335329341,18.57483131000062,0.4375,0.38058342352843233,0.48362603042947294,0.9716405680990532,0.9176470588235295,0.9317500000000001,0.5656707709580838,1.1609269568750387,16.576431503800357,8.288215751900179,13.524283729399968,16.576431503800357,3.3152863007600715,8.288774052044317,2.203612613051524,0.44072252261030476,0.09695092987905421,9.739550274664376,1.9479100549328752,24,4.01,0.0,1,1,1,0,-1.3789807989880472,77.20000000000009,33.38393955462742,5.316788604006331,0.0,0.0,0.0,0.0,13.847474399381248,13.08951281182515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.316788604006331,0.0,13.847474399381248,13.08951281182515,0.0,0.0,0.0,5.316788604006331,13.08951281182515,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08951281182515,0.0,0.0,0.0,19.16426300338758,0.0,0.0,0.0,0.0,3.111111111111111,0.0,0.0,0.0,0.0,6.388888888888889,0.0,8.849873734152917,1.7699747468305833,1.8535533905932737,0.37071067811865477,6.996320343559642,1.3992640687119284,1.8535533905932737,0.37071067811865477,0.0,0.0,0.0,0.0,3,2,1,0,0,0,0,0,0,15,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,15.114723000000001,11.605276999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.6157999999999999,24.217699999999994,12.03,12.03,0.5,0.22222222222222232,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.07407407407407411,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2615740740740741,4,2,4.0,2.70805020110221,3.2188758248682006,3.7612001156935624,4.290459441148391,4.844187086458591,5.37989735354046,5.937536205082426,6.47543271670409,7.034387929915503,52.65002687451343,2.1972245773362196,0.0,3.044522437723423,0.0,4.04305126783455,0.0,5.10594547390058,0.0,6.192362489474872,25.583106246269644,73.08914935199999,4.5680718344999995,20,2,14.0,12.0
4,CCCCN,"16
10 10 10
C   -2.2207   0.2788   0.1569
C   -0.7527   0.5320   0.0661
C   0.0266   -0.6975   -0.3350
C   1.5051   -0.4286   -0.4231
N   2.0358   0.0186   0.8564
H   -2.6492   0.9690   0.9112
H   -2.4440   -0.7778   0.4395
H   -2.7312   0.4250   -0.8400
H   -0.5709   1.3674   -0.6488
H   -0.3996   0.8918   1.0545
H   -0.3312   -1.1606   -1.2512
H   -0.1093   -1.4418   0.5013
H   2.0403   -1.3252   -0.7497
H   1.7251   0.3809   -1.1613
H   3.0815   -0.0508   0.8240
H   1.7942   1.0186   1.0157
","module 'numpy' has no attribute 'float'.
`np.float` was a deprecated alias for the builtin `float`. To avoid this error in existing code, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations (ABC)","module 'numpy' has no attribute 'float'.
`np.float` was a deprecated alias for the builtin `float`. To avoid this error in existing code, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations (ABCGG/mordred._graph_matrix.DistanceMatrix(False, False, False))",0,1,0,0,16,5,0,0,1,11,0,4,1,0,0,0,0,0,0,0,0,2.19060968716425,11.119415478763749,15,4,15,0,0,0,0,15,0,0,0,0,0,0,2,2,0,0,1.0,7.0,6.089334776454917,7.738016486871567,15.546249089584851,14.682352941176472,14.908000000000001,9.050732335329343,18.57483131000062,0.4375,0.38058342352843233,0.48362603042947294,0.9716405680990532,0.9176470588235295,0.9317500000000001,0.5656707709580839,1.1609269568750387,16.576431503800357,8.288215751900179,13.524283729399968,16.576431503800357,3.3152863007600715,8.288774052044317,2.203612613051524,0.44072252261030476,0.09695092987905421,9.739550274664376,1.9479100549328752,24,4.01,0.0,1,1,1,0,-0.9858807989880474,77.20000000000009,33.17396806803209,5.733667477162185,0.0,0.0,0.0,0.0,13.344558822616634,12.965578028838586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.733667477162185,19.765380445542643,6.544756405912575,0.0,0.0,0.0,5.733667477162185,6.544756405912575,0.0,0.0,19.765380445542643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912575,12.841643245852019,0.0,0.0,6.923737199690624,5.733667477162185,0.0,0.0,0.0,0.0,5.139027777777778,0.0,0.0,2.3854166666666665,2.9755555555555557,0.0,8.849873734152917,1.7699747468305833,1.681218433538229,0.3362436867076458,7.168655300614687,1.4337310601229374,1.681218433538229,0.3362436867076458,0.0,0.0,0.0,0.0,3,2,1,0,0,0,0,0,0,15,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,15.114723000000001,10.465276999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.7452000000000001,23.9624,26.02,26.02,0.5,0.22222222222222232,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.07407407407407411,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2615740740740741,4,2,4.0,2.70805020110221,3.2188758248682006,3.7612001156935624,4.290459441148391,4.844187086458591,5.37989735354046,5.937536205082426,6.47543271670409,7.034387929915503,52.65002687451343,2.1972245773362196,0.0,3.044522437723423,0.0,4.04305126783455,0.0,5.10594547390058,0.0,6.192362489474872,25.583106246269644,73.08914935199999,4.5680718344999995,20,2,14.0,12.0
